,jobid,electron_threshold,electron_softmax,primary_softmax,vertex_threshold,muon_threshold,signal_count,background_count,signal_count_all,purity,efficiency,f1_score,sensitivity
3022,3022,225.0,0.8,0.95,,25.0,267,69,379,0.7946428571428571,0.7044854881266491,0.7468531468531469,14.566044173252491
3023,3023,400.0,0.6,0.9,5.0,,228,53,317,0.8113879003558719,0.7192429022082019,0.7625418060200669,13.601339686999173
3024,3024,300.0,0.9,,3.0,,187,31,351,0.8577981651376146,0.5327635327635327,0.657293497363796,12.665238129649753
3025,3025,200.0,0.7,0.95,4.0,0.0,268,55,386,0.8297213622291022,0.694300518134715,0.7559943582510578,14.911918893200813
3026,3026,300.0,0.7,0.95,4.0,,243,52,351,0.823728813559322,0.6923076923076923,0.7523219814241487,14.148006986671843
3027,3027,100.0,0.9,,4.0,25.0,226,34,403,0.8692307692307693,0.5607940446650124,0.6817496229260935,14.015925008580556
3028,3028,0.0,,0.99,2.0,,270,89,409,0.7520891364902507,0.6601466992665037,0.703125,14.250054977170008
3029,3029,225.0,0.9,0.99,4.0,50.0,199,34,379,0.8540772532188842,0.525065963060686,0.6503267973856208,13.036923463400326
3030,3030,100.0,0.8,0.95,3.5,10.0,266,48,403,0.8471337579617835,0.6600496277915633,0.7419804741980475,15.011248436350469
3031,3031,250.0,,0.95,,25.0,299,112,366,0.7274939172749392,0.8169398907103825,0.7696267696267696,14.748582347643003
3032,3032,300.0,0.6,0.95,3.0,10.0,249,44,351,0.8498293515358362,0.7094017094017094,0.7732919254658385,14.54673532214095
3033,3033,100.0,,0.95,3.5,50.0,302,86,403,0.7783505154639175,0.749379652605459,0.7635903919089758,15.33172709351765
3034,3034,100.0,0.9,0.99,2.0,,204,30,403,0.8717948717948718,0.5062034739454094,0.6405023547880692,13.335897189396514
3035,3035,0.0,0.7,0.99,,25.0,297,97,409,0.7538071065989848,0.726161369193154,0.7397260273972603,14.962643839238387
3036,3036,500.0,,,2.0,50.0,188,34,274,0.8468468468468469,0.6861313868613139,0.7580645161290324,12.617733838023657
3037,3037,200.0,0.7,0.8,3.5,100.0,270,57,386,0.8256880733944955,0.6994818652849741,0.7573632538569426,14.931034117451938
3038,3038,350.0,0.8,0.99,,0.0,229,62,331,0.7869415807560137,0.6918429003021148,0.7363344051446945,13.424217742316577
3039,3039,200.0,0.6,,2.0,50.0,256,54,386,0.8258064516129032,0.6632124352331606,0.735632183908046,14.539822956724858
3040,3040,350.0,0.6,0.99,5.0,0.0,236,50,331,0.8251748251748252,0.7129909365558912,0.7649918962722853,13.954972545342349
3041,3041,350.0,,0.99,3.5,100.0,237,51,331,0.8229166666666666,0.716012084592145,0.7657512116316639,13.965358928434314
3042,3042,250.0,0.7,0.9,4.0,10.0,251,57,366,0.814935064935065,0.6857923497267759,0.7448071216617211,14.302052345684562
3043,3043,350.0,0.6,0.95,5.0,,244,59,331,0.8052805280528053,0.7371601208459214,0.7697160883280756,14.017433746762794
3044,3044,500.0,,0.9,5.0,10.0,207,44,274,0.8247011952191236,0.7554744525547445,0.7885714285714287,13.065724144124525
3045,3045,0.0,0.6,,5.0,25.0,309,258,409,0.544973544973545,0.7555012224938875,0.6331967213114753,12.976780239983468
3046,3046,225.0,0.9,0.9,4.0,100.0,202,35,379,0.8523206751054853,0.5329815303430079,0.6558441558441558,13.121310009724944
3047,3047,100.0,,0.99,2.0,,270,74,403,0.7848837209302325,0.6699751861042184,0.7228915662650601,14.557424382464186
3048,3048,300.0,0.8,0.9,,0.0,248,62,351,0.8,0.7065527065527065,0.7503782148260211,14.085453489327207
3049,3049,300.0,0.6,0.8,5.0,100.0,258,56,351,0.821656050955414,0.7350427350427351,0.7759398496240602,14.55978231796399
3050,3050,100.0,0.6,0.95,5.0,25.0,300,82,403,0.7853403141361257,0.7444168734491315,0.7643312101910829,15.349335302899526
3051,3051,350.0,0.6,0.99,3.0,0.0,229,44,331,0.8388278388278388,0.6918429003021148,0.7582781456953643,13.859710498115577
3052,3052,400.0,0.9,,,50.0,182,46,317,0.7982456140350878,0.5741324921135647,0.6678899082568808,12.053244449291899
3053,3053,500.0,0.8,0.95,2.0,25.0,164,28,274,0.8541666666666666,0.5985401459854015,0.7038626609442061,11.83568051838733
3054,3054,400.0,0.9,0.9,3.0,0.0,162,30,317,0.84375,0.5110410094637224,0.6365422396856583,11.691342951089922
3055,3055,350.0,0.9,0.99,3.0,50.0,174,32,331,0.8446601941747572,0.525679758308157,0.6480446927374302,12.123154448674148
3056,3056,350.0,0.9,0.95,4.0,100.0,176,34,331,0.8380952380952381,0.5317220543806647,0.6506469500924214,12.145153844425435
3057,3057,350.0,0.9,0.8,2.0,25.0,165,28,331,0.8549222797927462,0.4984894259818731,0.6297709923664122,11.87695988735346
3058,3058,350.0,0.6,0.9,,0.0,262,82,331,0.7616279069767442,0.7915407854984894,0.7762962962962964,14.126093289650433
3059,3059,225.0,0.7,0.95,,10.0,288,87,379,0.768,0.7598944591029023,0.7639257294429709,14.872256049436482
3060,3060,0.0,0.8,0.8,5.0,0.0,277,90,409,0.7547683923705722,0.6772616136919315,0.7139175257731958,14.45928230192109
3061,3061,100.0,0.7,,5.0,0.0,293,76,403,0.7940379403794038,0.7270471464019851,0.7590673575129534,15.25297074445386
3062,3062,225.0,0.9,0.99,3.5,25.0,199,33,379,0.8577586206896551,0.525065963060686,0.6513911620294599,13.064990069542393
3063,3063,225.0,0.7,0.95,3.5,100.0,260,53,379,0.8306709265175719,0.6860158311345647,0.7514450867052023,14.696068892549759
3064,3064,200.0,0.7,,4.0,10.0,268,60,386,0.8170731707317073,0.694300518134715,0.7507002801120448,14.797824494029436
3065,3065,225.0,0.8,0.9,2.0,10.0,224,36,379,0.8615384615384616,0.5910290237467019,0.701095461658842,13.891890273991349
3066,3066,100.0,0.8,,3.5,25.0,270,53,403,0.8359133126934984,0.6699751861042184,0.743801652892562,15.023201870015745
3067,3067,300.0,0.9,0.99,5.0,,191,34,351,0.8488888888888889,0.5441595441595442,0.6631944444444445,12.733333333333333
3068,3068,350.0,,,3.0,,243,62,331,0.7967213114754098,0.7341389728096677,0.7641509433962265,13.914139523826998
3069,3069,300.0,0.7,,3.5,25.0,241,46,351,0.8397212543554007,0.6866096866096866,0.7554858934169277,14.225780200033022
3070,3070,200.0,,0.9,3.5,10.0,285,72,386,0.7983193277310925,0.7383419689119171,0.7671601615074024,15.08379953471145
3071,3071,250.0,0.8,0.95,,,260,72,366,0.7831325301204819,0.7103825136612022,0.7449856733524355,14.269353798659745
3072,3072,500.0,0.8,0.99,3.0,100.0,174,35,274,0.8325358851674641,0.635036496350365,0.720496894409938,12.0358316712697
3073,3073,250.0,0.9,0.9,3.0,10.0,195,33,366,0.8552631578947368,0.5327868852459017,0.6565656565656567,12.914190481384177
3074,3074,250.0,0.8,,,100.0,260,72,366,0.7831325301204819,0.7103825136612022,0.7449856733524355,14.269353798659745
3075,3075,0.0,0.9,,5.0,50.0,234,89,409,0.7244582043343654,0.5721271393643031,0.639344262295082,13.020108287346979
3076,3076,200.0,0.7,,3.5,25.0,268,56,386,0.8271604938271605,0.694300518134715,0.7549295774647888,14.88888888888889
3077,3077,400.0,0.9,,3.5,10.0,163,30,317,0.844559585492228,0.5141955835962145,0.6392156862745098,11.732996737203722
3078,3078,350.0,,0.99,3.5,50.0,236,49,331,0.8280701754385965,0.7129909365558912,0.7662337662337662,13.979433515114579
3079,3079,0.0,0.8,0.8,4.0,50.0,272,90,409,0.7513812154696132,0.6650366748166259,0.7055771725032426,14.296002609391719
3080,3080,225.0,0.6,0.9,5.0,,278,75,379,0.7875354107648725,0.7335092348284961,0.7595628415300547,14.796447012463316
3081,3081,200.0,0.7,,4.0,25.0,268,60,386,0.8170731707317073,0.694300518134715,0.7507002801120448,14.797824494029436
3082,3082,225.0,0.8,0.8,3.5,50.0,240,42,379,0.851063829787234,0.633245382585752,0.7261724659606658,14.291792020209929
3083,3083,350.0,0.8,,3.5,25.0,209,39,331,0.842741935483871,0.6314199395770392,0.7219343696027634,13.271513271519908
3084,3084,250.0,,0.95,5.0,100.0,274,73,366,0.7896253602305475,0.7486338797814208,0.7685834502103787,14.70909068240352
3085,3085,250.0,0.8,,4.0,10.0,233,46,366,0.8351254480286738,0.6366120218579235,0.7224806201550389,13.949345124079516
3086,3086,500.0,,0.99,4.0,100.0,203,43,274,0.8252032520325203,0.7408759124087592,0.7807692307692308,12.942807275185766
3087,3087,0.0,,0.9,,,351,283,409,0.5536277602523659,0.8581907090464548,0.673058485139022,13.939990812356385
3088,3088,100.0,0.8,0.8,2.0,0.0,250,45,403,0.847457627118644,0.6203473945409429,0.7163323782234958,14.555562743489551
3089,3089,250.0,0.9,0.9,4.0,100.0,197,35,366,0.8491379310344828,0.5382513661202186,0.6588628762541806,12.933683636682671
3090,3090,350.0,0.8,0.9,3.5,0.0,209,39,331,0.842741935483871,0.6314199395770392,0.7219343696027634,13.271513271519908
3091,3091,350.0,0.9,0.9,5.0,10.0,179,35,331,0.8364485981308412,0.540785498489426,0.6568807339449542,12.236188093741472
3092,3092,250.0,0.8,0.9,2.0,50.0,217,36,366,0.857707509881423,0.592896174863388,0.7011308562197093,13.642673112123914
3093,3093,225.0,,0.95,2.0,,259,65,379,0.7993827160493827,0.683377308707124,0.7368421052631579,14.38888888888889
3094,3094,350.0,0.8,0.95,3.0,50.0,208,39,331,0.8421052631578947,0.6283987915407855,0.7197231833910034,13.234723069896177
3095,3095,350.0,0.7,0.95,4.0,25.0,225,47,331,0.8272058823529411,0.6797583081570997,0.746268656716418,13.64262890829373
3096,3096,300.0,,,3.5,25.0,256,57,351,0.8178913738019169,0.7293447293447294,0.7710843373493976,14.469975524972071
3097,3097,500.0,0.8,0.9,3.0,50.0,174,33,274,0.8405797101449275,0.635036496350365,0.7234927234927234,12.093836015310336
3098,3098,300.0,0.6,0.99,5.0,10.0,252,50,351,0.8344370860927153,0.717948717948718,0.771822358346095,14.500970508740588
3099,3099,250.0,,0.8,4.0,50.0,267,75,366,0.7807017543859649,0.7295081967213115,0.7542372881355933,14.437706480637866
3100,3100,225.0,0.9,0.99,,,218,50,379,0.8134328358208955,0.575197889182058,0.6738794435857804,13.316469434837268
3101,3101,225.0,0.6,0.99,5.0,50.0,267,59,379,0.8190184049079755,0.7044854881266491,0.7574468085106383,14.78776230909969
3102,3102,300.0,,0.99,2.0,25.0,231,42,351,0.8461538461538461,0.6581196581196581,0.7403846153846154,13.980756004649336
3103,3103,250.0,0.7,0.99,,0.0,273,80,366,0.773371104815864,0.7459016393442623,0.7593880389429765,14.530323864757142
3104,3104,400.0,0.7,0.8,5.0,0.0,215,46,317,0.8237547892720306,0.6782334384858044,0.7439446366782007,13.30816590268872
3105,3105,200.0,0.9,0.95,,100.0,231,51,386,0.8191489361702128,0.5984455958549223,0.6916167664670658,13.755849819452056
3106,3106,250.0,0.8,0.95,,0.0,259,69,366,0.7896341463414634,0.7076502732240437,0.7463976945244957,14.300882626692626
3107,3107,0.0,,,,10.0,353,598,409,0.3711882229232387,0.863080684596577,0.5191176470588235,11.446809279965455
3108,3108,500.0,0.6,0.9,,50.0,220,67,274,0.7665505226480837,0.8029197080291971,0.7843137254901962,12.986189394221016
3109,3109,350.0,0.7,0.95,3.0,10.0,224,43,331,0.8389513108614233,0.676737160120846,0.7491638795986623,13.708577374511142
3110,3110,350.0,,0.8,4.0,25.0,240,59,331,0.802675585284281,0.7250755287009063,0.7619047619047619,13.879558367189766
3111,3111,500.0,,0.95,3.5,25.0,202,39,274,0.8381742738589212,0.7372262773722628,0.7844660194174757,13.011963853296782
3112,3112,300.0,0.8,0.8,4.0,25.0,223,41,351,0.8446969696969697,0.6353276353276354,0.7252032520325203,13.724701244195598
3113,3113,200.0,0.6,0.95,3.0,100.0,279,57,386,0.8303571428571429,0.7227979274611399,0.7728531855955679,15.220697843960469
3114,3114,350.0,,0.8,5.0,10.0,245,61,331,0.8006535947712419,0.7401812688821753,0.7692307692307694,14.005717786638222
3115,3115,500.0,0.7,,3.5,50.0,187,37,274,0.8348214285714286,0.6824817518248175,0.7510040160642572,12.49446305940584
3116,3116,0.0,0.9,0.9,3.0,50.0,226,43,409,0.8401486988847584,0.5525672371638142,0.6666666666666666,13.779463195203046
3117,3117,225.0,,,2.0,0.0,253,64,379,0.7981072555205048,0.6675461741424802,0.7270114942528736,14.20989569443378
3118,3118,250.0,0.9,0.8,,50.0,216,51,366,0.8089887640449438,0.5901639344262295,0.6824644549763033,13.218985325421459
3119,3119,350.0,0.6,,3.0,50.0,233,47,331,0.8321428571428572,0.7039274924471299,0.7626841243862521,13.924413298745685
3120,3120,300.0,0.8,0.99,2.0,25.0,205,31,351,0.8686440677966102,0.584045584045584,0.6984667802385007,13.344363375534448
3121,3121,500.0,0.7,0.9,2.0,,177,33,274,0.8428571428571429,0.6459854014598541,0.731404958677686,12.21416040035967
3122,3122,225.0,0.6,0.99,3.0,100.0,261,55,379,0.8259493670886076,0.6886543535620053,0.7510791366906475,14.682397107084613
3123,3123,250.0,0.8,0.95,2.0,25.0,217,36,366,0.857707509881423,0.592896174863388,0.7011308562197093,13.642673112123914
3124,3124,500.0,0.8,,3.0,10.0,174,33,274,0.8405797101449275,0.635036496350365,0.7234927234927234,12.093836015310336
3125,3125,100.0,0.7,0.95,,10.0,315,99,403,0.7608695652173914,0.7816377171215881,0.7711138310893514,15.481405396264199
3126,3126,250.0,,,,10.0,299,124,366,0.706855791962175,0.8169398907103825,0.7579214195183778,14.537877485956823
3127,3127,0.0,,0.95,5.0,0.0,308,139,409,0.6890380313199105,0.7530562347188264,0.7196261682242991,14.567900111084386
3128,3128,200.0,,0.95,3.0,100.0,285,67,386,0.8096590909090909,0.7383419689119171,0.7723577235772359,15.190551040337242
3129,3129,300.0,0.8,0.8,3.0,0.0,222,37,351,0.8571428571428571,0.6324786324786325,0.7278688524590163,13.794408805226642
3130,3130,0.0,0.8,0.95,,50.0,295,91,409,0.7642487046632125,0.7212713936430318,0.7421383647798744,15.015104657498984
3131,3131,0.0,0.6,,,10.0,341,402,409,0.458950201884253,0.8337408312958435,0.5920138888888888,12.510076692112253
3132,3132,250.0,0.9,0.9,2.0,25.0,185,29,366,0.8644859813084113,0.505464480874317,0.6379310344827586,12.64633964995627
3133,3133,100.0,0.9,0.95,5.0,25.0,226,36,403,0.8625954198473282,0.5607940446650124,0.6796992481203007,13.962326628663869
3134,3134,200.0,0.8,,3.0,10.0,249,41,386,0.8586206896551725,0.6450777202072538,0.7366863905325444,14.621783465916115
3135,3135,100.0,0.6,0.95,5.0,10.0,300,81,403,0.7874015748031497,0.7444168734491315,0.7653061224489797,15.369465587356798
3136,3136,300.0,0.9,0.8,4.0,50.0,187,31,351,0.8577981651376146,0.5327635327635327,0.657293497363796,12.665238129649753
3137,3137,250.0,,,3.0,25.0,265,69,366,0.7934131736526946,0.7240437158469946,0.7571428571428572,14.500154861861443
3138,3138,350.0,,,3.5,,245,65,331,0.7903225806451613,0.7401812688821753,0.764430577223089,13.915064939053087
3139,3139,500.0,,0.99,3.0,,204,44,274,0.8225806451612904,0.7445255474452555,0.7816091954022989,12.954012954019431
3140,3140,250.0,,,5.0,100.0,274,80,366,0.7740112994350282,0.7486338797814208,0.7611111111111112,14.562935694604908
3141,3141,350.0,0.6,0.99,3.0,50.0,229,44,331,0.8388278388278388,0.6918429003021148,0.7582781456953643,13.859710498115577
3142,3142,250.0,0.8,,2.0,10.0,217,36,366,0.857707509881423,0.592896174863388,0.7011308562197093,13.642673112123914
3143,3143,300.0,0.7,,4.0,10.0,241,50,351,0.8281786941580757,0.6866096866096866,0.750778816199377,14.127670200429236
3144,3144,250.0,0.6,0.8,,25.0,292,102,366,0.7411167512690355,0.7978142076502732,0.768421052631579,14.710747478308448
3145,3145,225.0,0.7,0.99,4.0,0.0,252,53,379,0.8262295081967214,0.6649076517150396,0.736842105263158,14.42947802470948
3146,3146,0.0,0.6,0.99,3.0,50.0,277,77,409,0.7824858757062146,0.6772616136919315,0.7260812581913499,14.722383895640728
3147,3147,225.0,,,3.0,100.0,275,74,379,0.7879656160458453,0.7255936675461742,0.7554945054945055,14.720412508235203
3148,3148,350.0,0.9,0.99,3.5,50.0,175,32,331,0.8454106280193237,0.5287009063444109,0.6505576208178439,12.163340819996028
3149,3149,250.0,,0.95,4.0,10.0,267,69,366,0.7946428571428571,0.7295081967213115,0.7606837606837608,14.566044173252491
3150,3150,100.0,,0.95,2.0,,284,90,403,0.7593582887700535,0.7047146401985112,0.731016731016731,14.685290395858544
3151,3151,225.0,0.9,0.9,3.0,0.0,200,33,379,0.8583690987124464,0.5277044854881267,0.6535947712418301,13.102435641608368
3152,3152,100.0,0.6,0.8,4.0,100.0,301,102,403,0.7468982630272953,0.7468982630272953,0.7468982630272953,14.993877989740207
3153,3153,500.0,0.9,0.8,4.0,100.0,147,31,274,0.8258426966292135,0.5364963503649635,0.6504424778761062,11.018115828239162
3154,3154,100.0,0.9,0.99,4.0,50.0,215,33,403,0.8669354838709677,0.533498759305211,0.6605222734254992,13.65251365252048
3155,3155,200.0,0.9,0.99,3.0,50.0,206,32,386,0.865546218487395,0.533678756476684,0.6602564102564102,13.352996705174586
3156,3156,0.0,0.8,0.99,3.0,10.0,251,48,409,0.8394648829431438,0.6136919315403423,0.7090395480225988,14.51570479235263
3157,3157,100.0,0.7,0.95,4.0,0.0,284,64,403,0.8160919540229885,0.7047146401985112,0.7563249001331558,15.223997994696685
3158,3158,100.0,,0.95,4.0,10.0,302,90,403,0.7704081632653061,0.749379652605459,0.759748427672956,15.253303422738382
3159,3159,500.0,0.7,0.99,5.0,100.0,193,43,274,0.8177966101694916,0.7043795620437956,0.7568627450980393,12.563229909649504
3160,3160,0.0,0.8,0.8,5.0,100.0,278,96,409,0.7433155080213903,0.6797066014669927,0.7100893997445722,14.375037781861533
3161,3161,0.0,0.6,0.99,5.0,,288,91,409,0.7598944591029023,0.7041564792176039,0.730964467005076,14.793566311800406
3162,3162,0.0,0.9,0.9,4.0,0.0,227,44,409,0.8376383763837638,0.5550122249388753,0.6676470588235294,13.789267980538863
3163,3163,350.0,0.8,,5.0,25.0,214,45,331,0.8262548262548263,0.6465256797583081,0.7254237288135593,13.297312992425681
3164,3164,250.0,0.6,0.9,2.0,,244,55,366,0.8160535117056856,0.6666666666666666,0.7338345864661654,14.110884339976261
3165,3165,500.0,0.7,0.9,3.0,0.0,187,36,274,0.8385650224215246,0.6824817518248175,0.7525150905432596,12.52244621441135
3166,3166,100.0,0.7,0.8,3.5,,291,81,403,0.782258064516129,0.7220843672456576,0.7509677419354838,15.087647158327687
3167,3167,0.0,0.7,0.8,2.0,,270,123,409,0.6870229007633588,0.6601466992665037,0.6733167082294265,13.619698352243594
3168,3168,300.0,0.8,0.8,,10.0,248,62,351,0.8,0.7065527065527065,0.7503782148260211,14.085453489327207
3169,3169,500.0,0.6,0.99,4.0,0.0,197,39,274,0.8347457627118644,0.718978102189781,0.7725490196078432,12.823607731611151
3170,3170,250.0,0.9,0.8,3.0,100.0,196,34,366,0.8521739130434782,0.5355191256830601,0.6577181208053691,12.923857278557426
3171,3171,350.0,0.6,0.9,2.0,0.0,217,38,331,0.8509803921568627,0.6555891238670695,0.7406143344709897,13.589067116547744
3172,3172,350.0,0.6,0.8,,,266,91,331,0.7450980392156863,0.8036253776435045,0.7732558139534884,14.078212899064019
3173,3173,400.0,0.9,0.9,3.5,100.0,163,31,317,0.8402061855670103,0.5141955835962145,0.6379647749510764,11.702717985469132
3174,3174,0.0,0.7,0.95,5.0,100.0,292,88,409,0.7684210526315789,0.7139364303178484,0.7401774397972115,14.979283940443251
3175,3175,250.0,0.8,0.95,3.5,,234,45,366,0.8387096774193549,0.639344262295082,0.7255813953488371,14.00921355808844
3176,3176,400.0,0.9,0.9,2.0,50.0,154,26,317,0.8555555555555555,0.48580441640378547,0.6197183098591549,11.47848228449892
3177,3177,350.0,0.7,0.99,5.0,25.0,226,48,331,0.8248175182481752,0.6827794561933535,0.7471074380165289,13.653159309262
3178,3178,100.0,0.8,0.8,4.0,25.0,270,57,403,0.8256880733944955,0.6699751861042184,0.7397260273972603,14.931034117451938
3179,3179,300.0,0.9,,3.5,100.0,188,31,351,0.8584474885844748,0.5356125356125356,0.6596491228070175,12.703862713910336
3180,3180,0.0,0.6,0.99,,100.0,310,120,409,0.7209302325581395,0.7579462102689487,0.7389749702026222,14.949527487282776
3181,3181,225.0,0.9,0.99,,25.0,218,49,379,0.8164794007490637,0.575197889182058,0.674922600619195,13.34138333769388
3182,3182,225.0,,,5.0,10.0,280,81,379,0.775623268698061,0.7387862796833773,0.7567567567567568,14.736842105263158
3183,3183,500.0,0.8,,3.0,0.0,174,33,274,0.8405797101449275,0.635036496350365,0.7234927234927234,12.093836015310336
3184,3184,100.0,0.6,,2.0,50.0,273,82,403,0.7690140845070422,0.6774193548387096,0.7203166226912928,14.489335563455713
3185,3185,100.0,0.7,0.8,5.0,0.0,293,75,403,0.7961956521739131,0.7270471464019851,0.7600518806744488,15.273680829680728
3186,3186,250.0,0.6,0.9,5.0,0.0,267,64,366,0.8066465256797583,0.7295081967213115,0.7661406025824963,14.675647255112649
3187,3187,225.0,0.8,0.9,3.0,100.0,240,44,379,0.8450704225352113,0.633245382585752,0.7239819004524887,14.241379898326239
3188,3188,300.0,0.8,0.9,5.0,100.0,229,45,351,0.8357664233576643,0.6524216524216524,0.7328,13.834395937261052
3189,3189,350.0,0.6,0.9,3.5,25.0,235,47,331,0.8333333333333334,0.7099697885196374,0.7667210440456771,13.994046353122222
3190,3190,100.0,,0.8,4.0,50.0,307,116,403,0.7257683215130024,0.7617866004962779,0.7433414043583535,14.926850796617876
3191,3191,0.0,0.9,0.9,5.0,100.0,232,48,409,0.8285714285714286,0.5672371638141809,0.6734397677793903,13.864651868278965
3192,3192,400.0,0.6,,3.0,10.0,218,42,317,0.8384615384615385,0.6876971608832808,0.7556325823223571,13.519786070223722
3193,3193,225.0,0.9,0.8,2.0,100.0,191,30,379,0.8642533936651584,0.503957783641161,0.6366666666666666,12.848050365329568
3194,3194,200.0,,0.9,5.0,100.0,292,81,386,0.7828418230563002,0.7564766839378239,0.7694334650856389,15.119186893892133
3195,3195,100.0,,0.9,4.0,,314,123,403,0.7185354691075515,0.7791563275434243,0.7476190476190475,15.020657019577111
3196,3196,400.0,,0.95,,100.0,252,84,317,0.75,0.7949526813880127,0.771822358346095,13.74772708486752
3197,3197,350.0,0.8,0.8,,25.0,233,63,331,0.7871621621621622,0.7039274924471299,0.7432216905901116,13.542849913654946
3198,3198,0.0,0.7,0.99,3.5,25.0,269,64,409,0.8078078078078078,0.6577017114914425,0.7250673854447439,14.741109195047038
3199,3199,350.0,0.9,0.99,4.0,25.0,175,33,331,0.8413461538461539,0.5287009063444109,0.6493506493506495,12.134066792426887
3200,3200,500.0,0.6,0.9,5.0,0.0,202,41,274,0.831275720164609,0.7372262773722628,0.7814313346228241,12.9583060418116
3201,3201,250.0,,0.99,3.5,10.0,261,60,366,0.8130841121495327,0.7131147540983607,0.7598253275109169,14.567599434053232
3202,3202,500.0,0.7,0.8,4.0,10.0,187,39,274,0.827433628318584,0.6824817518248175,0.7479999999999999,12.439054967945726
3203,3203,100.0,0.7,0.9,4.0,0.0,288,68,403,0.8089887640449438,0.7146401985111662,0.7588932806324111,15.263969472091585
3204,3204,250.0,,0.95,3.0,,271,72,366,0.7900874635568513,0.7404371584699454,0.764456981664316,14.632624597928652
3205,3205,250.0,,0.9,,100.0,301,121,366,0.7132701421800948,0.8224043715846995,0.7639593908629442,14.652450743688187
3206,3206,100.0,0.7,,5.0,10.0,293,76,403,0.7940379403794038,0.7270471464019851,0.7590673575129534,15.25297074445386
3207,3207,100.0,0.8,0.99,2.0,10.0,236,39,403,0.8581818181818182,0.5856079404466501,0.696165191740413,14.231335464070442
3208,3208,100.0,0.8,0.95,5.0,0.0,271,54,403,0.8338461538461538,0.6724565756823822,0.7445054945054944,15.032375317703709
3209,3209,225.0,0.9,0.95,2.0,25.0,190,29,379,0.867579908675799,0.5013192612137203,0.6354515050167224,12.839010189590233
3210,3210,500.0,0.8,0.99,3.5,,174,35,274,0.8325358851674641,0.635036496350365,0.720496894409938,12.0358316712697
3211,3211,200.0,0.9,0.8,5.0,50.0,214,35,386,0.8594377510040161,0.5544041450777202,0.674015748031496,13.561698961223827
3212,3212,100.0,0.7,0.8,3.0,50.0,286,70,403,0.8033707865168539,0.7096774193548387,0.7536231884057971,15.157969684090949
3213,3213,500.0,0.7,0.95,,100.0,210,67,274,0.7581227436823105,0.7664233576642335,0.7622504537205081,12.617677130648303
3214,3214,250.0,0.6,,3.5,100.0,264,63,366,0.8073394495412844,0.7213114754098361,0.761904761904762,14.59923335928634
3215,3215,300.0,0.7,0.9,2.0,50.0,223,37,351,0.8576923076923076,0.6353276353276354,0.7299509001636661,13.829872906696744
3216,3216,100.0,,0.9,5.0,50.0,312,106,403,0.7464114832535885,0.7741935483870968,0.7600487210718635,15.260418826988976
3217,3217,350.0,0.9,0.9,4.0,100.0,176,34,331,0.8380952380952381,0.5317220543806647,0.6506469500924214,12.145153844425435
3218,3218,250.0,0.6,0.95,,,296,105,366,0.7381546134663342,0.8087431693989071,0.771838331160365,14.7815346153921
3219,3219,350.0,0.8,,3.5,50.0,209,39,331,0.842741935483871,0.6314199395770392,0.7219343696027634,13.271513271519908
3220,3220,300.0,0.8,,2.0,50.0,208,31,351,0.8702928870292888,0.5925925925925926,0.7050847457627119,13.454401528945539
3221,3221,250.0,0.8,0.8,,50.0,259,70,366,0.7872340425531915,0.7076502732240437,0.7453237410071942,14.279132222277257
3222,3222,250.0,0.6,0.9,3.0,100.0,262,58,366,0.81875,0.7158469945355191,0.7638483965014576,14.646245252623622
3223,3223,225.0,,0.8,2.0,10.0,253,64,379,0.7981072555205048,0.6675461741424802,0.7270114942528736,14.20989569443378
3224,3224,250.0,0.7,0.99,4.0,100.0,247,55,366,0.8178807947019867,0.674863387978142,0.7395209580838322,14.21325283991637
3225,3225,100.0,0.9,,3.5,100.0,227,35,403,0.8664122137404581,0.5632754342431762,0.6827067669172933,14.02410683498539
3226,3226,500.0,,0.9,,25.0,226,73,274,0.7558528428093646,0.8248175182481752,0.7888307155322862,13.06991746243703
3227,3227,350.0,0.7,0.95,5.0,25.0,230,49,331,0.8243727598566308,0.6948640483383686,0.7540983606557377,13.769739822052742
3228,3228,100.0,0.7,0.8,2.0,0.0,265,61,403,0.8128834355828221,0.6575682382133995,0.7270233196159122,14.67699255397535
3229,3229,500.0,0.6,0.9,4.0,25.0,197,39,274,0.8347457627118644,0.718978102189781,0.7725490196078432,12.823607731611151
3230,3230,350.0,0.8,0.9,2.0,10.0,195,33,331,0.8552631578947368,0.5891238670694864,0.6976744186046512,12.914190481384177
3231,3231,300.0,0.8,0.9,4.0,10.0,223,41,351,0.8446969696969697,0.6353276353276354,0.7252032520325203,13.724701244195598
3232,3232,350.0,0.8,,2.0,10.0,195,33,331,0.8552631578947368,0.5891238670694864,0.6976744186046512,12.914190481384177
3233,3233,200.0,,0.8,3.0,,290,83,386,0.7774798927613941,0.7512953367875648,0.7641633728590249,15.015630819276433
3234,3234,300.0,0.9,0.99,3.5,10.0,187,30,351,0.8617511520737328,0.5327635327635327,0.6584507042253521,12.694387162749845
3235,3235,300.0,0.9,,3.5,50.0,187,30,351,0.8617511520737328,0.5327635327635327,0.6584507042253521,12.694387162749845
3236,3236,350.0,0.9,0.8,,100.0,195,49,331,0.7991803278688525,0.5891238670694864,0.6782608695652174,12.483595793457358
3237,3237,200.0,0.8,0.95,5.0,10.0,255,47,386,0.8443708609271523,0.6606217616580311,0.7412790697674418,14.673601110035118
