,jobid,electron_threshold,electron_softmax,primary_softmax,vertex_threshold,muon_threshold,signal_count,background_count,signal_count_all,purity,efficiency,f1_score,sensitivity
1413,1413,350.0,,0.99,,25.0,263,84,331,0.7579250720461095,0.7945619335347432,0.775811209439528,14.118579742599
1414,1414,0.0,0.6,0.9,3.5,100.0,302,134,409,0.6926605504587156,0.7383863080684596,0.714792899408284,14.463176906839385
1415,1415,225.0,0.8,0.9,4.0,0.0,240,46,379,0.8391608391608392,0.633245382585752,0.7218045112781956,14.191497503737983
1416,1416,400.0,0.7,0.8,3.5,100.0,211,43,317,0.8307086614173228,0.6656151419558359,0.7390542907180385,13.239317488415145
1417,1417,100.0,,0.95,5.0,0.0,307,93,403,0.7675,0.7617866004962779,0.7646326276463261,15.35
1418,1418,200.0,,0.99,4.0,0.0,277,63,386,0.8147058823529412,0.7176165803108808,0.7630853994490358,15.022434203941941
1419,1419,100.0,,0.9,,10.0,341,163,403,0.6765873015873016,0.8461538461538461,0.7519294377067256,15.189347248689453
1420,1420,225.0,0.6,0.9,5.0,10.0,274,66,379,0.8058823529411765,0.7229551451187335,0.7621696801112657,14.859736360577948
1421,1421,300.0,0.6,0.8,5.0,25.0,256,54,351,0.8258064516129032,0.7293447293447294,0.7745839636913767,14.539822956724858
1422,1422,250.0,,0.8,2.0,25.0,245,61,366,0.8006535947712419,0.6693989071038251,0.7291666666666667,14.005717786638222
1423,1423,400.0,,0.95,,25.0,251,82,317,0.7537537537537538,0.7917981072555205,0.7723076923076923,13.754715271214893
1424,1424,400.0,0.6,0.95,5.0,0.0,225,46,317,0.8302583025830258,0.7097791798107256,0.7653061224489796,13.667776632692707
1425,1425,100.0,0.9,,3.5,50.0,226,33,403,0.8725868725868726,0.5607940446650124,0.6827794561933535,14.04295671162712
1426,1426,400.0,0.8,0.9,3.5,10.0,194,36,317,0.8434782608695652,0.61198738170347,0.7093235831809872,12.791981183878267
1427,1427,350.0,0.9,,,100.0,195,49,331,0.7991803278688525,0.5891238670694864,0.6782608695652174,12.483595793457358
1428,1428,0.0,0.6,0.9,4.0,50.0,300,134,409,0.6912442396313364,0.7334963325183375,0.711743772241993,14.400460822119578
1429,1429,300.0,0.9,0.8,2.0,10.0,177,26,351,0.8719211822660099,0.5042735042735043,0.6389891696750903,12.422964592281657
1430,1430,350.0,0.6,0.8,2.0,50.0,217,39,331,0.84765625,0.6555891238670695,0.7393526405451448,13.5625
1431,1431,400.0,0.6,0.8,2.0,10.0,203,35,317,0.8529411764705882,0.6403785488958991,0.7315315315315315,13.158535588108938
1432,1432,300.0,,0.95,3.0,25.0,254,52,351,0.8300653594771242,0.7236467236467237,0.7732115677321157,14.520213542065749
1433,1433,250.0,0.6,,4.0,50.0,262,65,366,0.8012232415902141,0.7158469945355191,0.7561327561327562,14.488633106564473
1434,1434,200.0,0.9,0.95,5.0,0.0,214,35,386,0.8594377510040161,0.5544041450777202,0.674015748031496,13.561698961223827
1435,1435,350.0,0.9,0.9,,100.0,195,49,331,0.7991803278688525,0.5891238670694864,0.6782608695652174,12.483595793457358
1436,1436,300.0,0.6,0.99,5.0,50.0,252,50,351,0.8344370860927153,0.717948717948718,0.771822358346095,14.500970508740588
1437,1437,0.0,,0.9,3.5,,315,178,409,0.6389452332657201,0.7701711491442543,0.6984478935698448,14.186886496997916
1438,1438,225.0,0.6,0.99,4.0,,265,64,379,0.8054711246200608,0.6992084432717678,0.7485875706214689,14.609922930129239
1439,1439,100.0,,,5.0,25.0,312,121,403,0.7205542725173211,0.7741935483870968,0.7464114832535885,14.993763137565036
1440,1440,400.0,0.8,0.8,4.0,25.0,194,39,317,0.8326180257510729,0.61198738170347,0.7054545454545454,12.709362572360117
1441,1441,200.0,0.8,0.9,5.0,10.0,255,47,386,0.8443708609271523,0.6606217616580311,0.7412790697674418,14.673601110035118
1442,1442,250.0,0.9,,3.5,10.0,196,33,366,0.8558951965065502,0.5355191256830601,0.6588235294117648,12.95204456891976
1443,1443,250.0,,,,100.0,301,126,366,0.7049180327868853,0.8224043715846995,0.7591424968474149,14.566410946724401
1444,1444,400.0,0.7,,,25.0,234,72,317,0.7647058823529411,0.7381703470031545,0.7512038523274479,13.37688964111569
1445,1445,500.0,0.7,0.9,4.0,10.0,187,39,274,0.827433628318584,0.6824817518248175,0.7479999999999999,12.439054967945726
1446,1446,400.0,0.8,0.99,3.0,0.0,192,36,317,0.8421052631578947,0.6056782334384858,0.7045871559633028,12.71551062782442
1447,1447,100.0,0.9,0.8,3.5,,227,36,403,0.8631178707224335,0.5632754342431762,0.6816816816816816,13.997419642705307
1448,1448,100.0,0.6,0.95,,50.0,328,124,403,0.7256637168141593,0.8138957816377171,0.7672514619883041,15.427822241490995
1449,1449,100.0,,0.99,3.5,0.0,286,72,403,0.7988826815642458,0.7096774193548387,0.7516425755584758,15.115569685836332
1450,1450,300.0,,0.99,3.0,,255,57,351,0.8173076923076923,0.7264957264957265,0.7692307692307692,14.436532185343594
1451,1451,225.0,0.6,0.8,3.5,0.0,269,62,379,0.8126888217522659,0.7097625329815304,0.7577464788732394,14.785577197098512
1452,1452,200.0,0.6,0.95,2.0,0.0,256,48,386,0.8421052631578947,0.6632124352331606,0.7420289855072463,14.682606967715952
1453,1453,100.0,0.6,0.9,3.0,10.0,296,81,403,0.7851458885941645,0.7344913151364765,0.7589743589743589,15.2447755976883
1454,1454,200.0,0.7,0.9,3.0,25.0,267,54,386,0.8317757009345794,0.6917098445595855,0.7553041018387554,14.9024867773648
1455,1455,225.0,0.6,0.8,3.0,,271,67,379,0.8017751479289941,0.7150395778364116,0.7559274755927475,14.740456746273415
1456,1456,225.0,,0.9,5.0,100.0,282,79,379,0.7811634349030471,0.7440633245382586,0.7621621621621621,14.842105263157896
1457,1457,400.0,0.7,0.9,,100.0,235,72,317,0.7654723127035831,0.7413249211356467,0.7532051282051282,13.412158420080715
1458,1458,225.0,0.9,,4.0,0.0,201,34,379,0.8553191489361702,0.5303430079155673,0.6547231270358307,13.111794268374188
1459,1459,300.0,0.8,,3.5,0.0,223,37,351,0.8576923076923076,0.6353276353276354,0.7299509001636661,13.829872906696744
1460,1460,300.0,0.8,0.95,4.0,100.0,224,43,351,0.8389513108614233,0.6381766381766382,0.7249190938511327,13.708577374511142
1461,1461,400.0,0.6,0.8,3.5,25.0,220,42,317,0.8396946564885496,0.694006309148265,0.7599309153713298,13.59164539073474
1462,1462,100.0,0.9,0.99,4.0,10.0,215,33,403,0.8669354838709677,0.533498759305211,0.6605222734254992,13.65251365252048
1463,1463,400.0,0.6,0.9,4.0,50.0,220,44,317,0.8333333333333334,0.694006309148265,0.7573149741824441,13.540064007726599
1464,1464,100.0,,0.99,5.0,50.0,291,78,403,0.7886178861788617,0.7220843672456576,0.7538860103626943,15.148854903194788
1465,1465,100.0,0.7,,2.0,,268,70,403,0.7928994082840237,0.6650124069478908,0.7233468286099863,14.577278258307288
1466,1466,250.0,0.6,0.99,4.0,0.0,256,57,366,0.8178913738019169,0.6994535519125683,0.7540500736377025,14.469975524972071
1467,1467,100.0,0.8,0.9,3.0,50.0,268,50,403,0.8427672955974843,0.6650124069478908,0.7434119278779473,15.028693729666788
1468,1468,0.0,0.8,0.8,3.5,0.0,272,84,409,0.7640449438202247,0.6650366748166259,0.711111111111111,14.415971168086497
1469,1469,400.0,0.7,0.8,3.5,10.0,210,41,317,0.8366533864541833,0.6624605678233438,0.7394366197183099,13.255082465053867
1470,1470,0.0,,0.8,5.0,,321,238,409,0.5742397137745975,0.784841075794621,0.6632231404958677,13.576853395453815
1471,1471,250.0,0.8,,3.0,,233,44,366,0.8411552346570397,0.6366120218579235,0.7247278382581649,13.999613197338356
1472,1472,100.0,,0.99,,100.0,319,120,403,0.7266514806378133,0.7915632754342432,0.7577197149643706,15.22503932091679
1473,1473,500.0,0.8,,3.5,0.0,174,33,274,0.8405797101449275,0.635036496350365,0.7234927234927234,12.093836015310336
1474,1474,300.0,0.6,0.9,,100.0,282,86,351,0.7663043478260869,0.8034188034188035,0.7844228094575799,14.700266191023772
1475,1475,100.0,0.7,0.95,2.0,,265,60,403,0.8153846153846154,0.6575682382133995,0.7280219780219781,14.699555199968572
1476,1476,350.0,0.6,0.8,4.0,100.0,237,54,331,0.8144329896907216,0.716012084592145,0.7620578778135048,13.893186047725017
1477,1477,0.0,0.9,0.9,4.0,10.0,227,44,409,0.8376383763837638,0.5550122249388753,0.6676470588235294,13.789267980538863
1478,1478,250.0,0.6,,,50.0,292,104,366,0.7373737373737373,0.7978142076502732,0.7664041994750656,14.673552102784496
1479,1479,0.0,0.9,0.95,3.5,0.0,223,38,409,0.8544061302681992,0.5452322738386308,0.6656716417910448,13.803353471160857
1480,1480,100.0,0.8,0.99,,25.0,278,70,403,0.7988505747126436,0.6898263027295285,0.74034620505992,14.902364234245347
1481,1481,350.0,0.8,0.9,5.0,0.0,214,45,331,0.8262548262548263,0.6465256797583081,0.7254237288135593,13.297312992425681
1482,1482,300.0,0.7,,5.0,,248,57,351,0.8131147540983606,0.7065527065527065,0.7560975609756098,14.200438690983933
1483,1483,250.0,0.7,0.99,4.0,25.0,246,53,366,0.822742474916388,0.6721311475409836,0.7398496240601503,14.22654732636951
1484,1484,300.0,,0.95,2.0,100.0,237,47,351,0.8345070422535211,0.6752136752136753,0.7464566929133857,14.063362649597162
1485,1485,350.0,0.7,0.8,4.0,10.0,225,49,331,0.8211678832116789,0.6797583081570997,0.7438016528925621,13.592747099928982
1486,1486,100.0,0.8,0.8,5.0,25.0,275,59,403,0.8233532934131736,0.6823821339950372,0.746268656716418,15.047330517026026
1487,1487,0.0,0.9,0.8,,0.0,249,81,409,0.7545454545454545,0.60880195599022,0.6738836265223275,13.70699887582319
1488,1488,300.0,0.9,0.9,4.0,10.0,187,31,351,0.8577981651376146,0.5327635327635327,0.657293497363796,12.665238129649753
1489,1489,200.0,0.9,0.9,2.0,,199,29,386,0.8728070175438597,0.5155440414507773,0.6482084690553747,13.179096952797186
1490,1490,400.0,,0.9,3.5,0.0,225,46,317,0.8302583025830258,0.7097791798107256,0.7653061224489796,13.667776632692707
1491,1491,350.0,0.9,0.8,4.0,50.0,175,33,331,0.8413461538461539,0.5287009063444109,0.6493506493506495,12.134066792426887
1492,1492,250.0,0.6,0.9,3.5,50.0,262,58,366,0.81875,0.7158469945355191,0.7638483965014576,14.646245252623622
1493,1493,300.0,0.6,0.99,2.0,100.0,227,39,351,0.8533834586466166,0.6467236467236467,0.7358184764991896,13.918263006308724
1494,1494,200.0,0.6,,2.0,100.0,258,56,386,0.821656050955414,0.6683937823834197,0.7371428571428572,14.55978231796399
1495,1495,100.0,,0.95,4.0,100.0,304,96,403,0.76,0.7543424317617866,0.7571606475716065,15.2
1496,1496,250.0,,0.99,,,296,111,366,0.7272727272727273,0.8087431693989071,0.7658473479948253,14.672175274059645
1497,1497,350.0,0.6,,5.0,100.0,242,57,331,0.8093645484949833,0.7311178247734139,0.7682539682539683,13.995221353583014
1498,1498,0.0,0.8,0.9,4.0,50.0,271,70,409,0.7947214076246334,0.6625916870415648,0.7226666666666667,14.675472785102212
1499,1499,500.0,0.8,0.99,,100.0,193,57,274,0.772,0.7043795620437956,0.7366412213740458,12.206391768249944
1500,1500,100.0,0.6,0.8,4.0,0.0,299,95,403,0.7588832487309645,0.7419354838709677,0.7503136762860728,15.063402383610363
1501,1501,0.0,0.6,0.8,4.0,50.0,301,176,409,0.6310272536687631,0.7359413202933985,0.6794582392776524,13.781843249518465
1502,1502,500.0,0.9,0.9,5.0,25.0,151,32,274,0.825136612021858,0.551094890510949,0.6608315098468271,11.162241191414049
1503,1503,0.0,0.9,0.95,2.0,25.0,211,34,409,0.8612244897959184,0.5158924205378973,0.6452599388379205,13.480295521498732
1504,1504,225.0,,0.9,5.0,50.0,280,77,379,0.7843137254901961,0.7387862796833773,0.7608695652173912,14.819171472698967
1505,1505,350.0,,0.8,2.0,50.0,222,46,331,0.8283582089552238,0.6706948640483383,0.7412353923205341,13.56080832354988
1506,1506,400.0,0.6,0.95,3.0,100.0,219,42,317,0.8390804597701149,0.6908517350157729,0.7577854671280277,13.555759686924787
1507,1507,400.0,,0.8,4.0,25.0,225,50,317,0.8181818181818182,0.7097791798107256,0.7601351351351351,13.568010505999363
1508,1508,200.0,,0.95,,0.0,318,120,386,0.726027397260274,0.8238341968911918,0.7718446601941749,15.194627745646391
1509,1509,250.0,0.6,,3.5,0.0,262,61,366,0.8111455108359134,0.7158469945355191,0.760522496371553,14.57806996275602
1510,1510,250.0,,0.8,5.0,,278,88,366,0.7595628415300546,0.7595628415300546,0.7595628415300547,14.531292783003003
1511,1511,500.0,0.8,0.8,2.0,25.0,164,28,274,0.8541666666666666,0.5985401459854015,0.7038626609442061,11.83568051838733
1512,1512,225.0,0.8,0.99,4.0,,235,47,379,0.8333333333333334,0.6200527704485488,0.7110438729198184,13.994046353122222
1513,1513,250.0,0.7,0.99,5.0,10.0,251,55,366,0.8202614379084967,0.6857923497267759,0.7470238095238095,14.34871495692324
1514,1514,400.0,,0.99,2.0,,210,44,317,0.8267716535433071,0.6624605678233438,0.7355516637478108,13.17657190790133
1515,1515,300.0,,0.9,2.0,10.0,235,46,351,0.8362989323843416,0.6695156695156695,0.7436708860759493,14.0189246773895
1516,1516,0.0,0.8,0.9,5.0,0.0,276,71,409,0.7953890489913544,0.6748166259168704,0.7301587301587301,14.816456307822524
1517,1517,400.0,,0.9,3.5,10.0,225,46,317,0.8302583025830258,0.7097791798107256,0.7653061224489796,13.667776632692707
1518,1518,300.0,0.9,,,25.0,206,46,351,0.8174603174603174,0.5868945868945868,0.6832504145936981,12.976780239983468
1519,1519,400.0,0.9,0.8,4.0,25.0,163,31,317,0.8402061855670103,0.5141955835962145,0.6379647749510764,11.702717985469132
1520,1520,350.0,0.7,0.8,3.0,25.0,224,45,331,0.8327137546468402,0.676737160120846,0.7466666666666666,13.657521043033109
1521,1521,225.0,0.7,0.95,3.5,10.0,258,51,379,0.8349514563106796,0.6807387862796834,0.75,14.677107198905215
1522,1522,250.0,0.9,,,25.0,216,51,366,0.8089887640449438,0.5901639344262295,0.6824644549763033,13.218985325421459
1523,1523,300.0,0.7,0.9,3.0,25.0,240,44,351,0.8450704225352113,0.6837606837606838,0.7559055118110237,14.241379898326239
1524,1524,225.0,0.8,0.99,4.0,10.0,235,45,379,0.8392857142857143,0.6200527704485488,0.7132018209408194,14.043936159679125
1525,1525,500.0,0.8,0.95,5.0,0.0,179,38,274,0.8248847926267281,0.6532846715328468,0.729124236252546,12.15131177610814
1526,1526,400.0,0.8,0.95,,,216,61,317,0.779783393501805,0.6813880126182965,0.7272727272727273,12.978182191523969
1527,1527,400.0,0.6,0.8,,50.0,245,75,317,0.765625,0.7728706624605678,0.7692307692307692,13.695916362186212
1528,1528,100.0,0.9,0.99,2.0,25.0,204,28,403,0.8793103448275862,0.5062034739454094,0.6425196850393701,13.3932561516917
1529,1529,500.0,,0.95,2.0,,191,39,274,0.8304347826086956,0.6970802919708029,0.7579365079365079,12.594167041859532
1530,1530,100.0,0.9,0.99,5.0,50.0,219,35,403,0.8622047244094488,0.543424317617866,0.6666666666666667,13.741282132525672
1531,1531,250.0,,,2.0,,251,69,366,0.784375,0.6857923497267759,0.7317784256559766,14.03132655881118
1532,1532,300.0,0.7,0.8,3.5,100.0,243,47,351,0.8379310344827586,0.6923076923076923,0.7581903276131046,14.269451334207293
1533,1533,250.0,,0.95,5.0,,278,82,366,0.7722222222222223,0.7595628415300546,0.7658402203856749,14.65188649211349
1534,1534,300.0,0.9,0.99,,10.0,205,46,351,0.8167330677290837,0.584045584045584,0.681063122923588,12.939485263504965
1535,1535,0.0,0.6,0.9,4.0,10.0,300,132,409,0.6944444444444444,0.7334963325183375,0.7134363852556481,14.433756729740644
1536,1536,200.0,0.8,0.8,5.0,0.0,255,47,386,0.8443708609271523,0.6606217616580311,0.7412790697674418,14.673601110035118
1537,1537,350.0,0.6,,2.0,50.0,217,39,331,0.84765625,0.6555891238670695,0.7393526405451448,13.5625
1538,1538,400.0,0.7,0.8,4.0,100.0,211,46,317,0.8210116731517509,0.6656151419558359,0.7351916376306619,13.161818378743092
1539,1539,300.0,0.8,0.99,5.0,50.0,225,42,351,0.8426966292134831,0.6410256410256411,0.7281553398058253,13.769776380647354
1540,1540,500.0,0.7,0.99,5.0,,193,44,274,0.8143459915611815,0.7043795620437956,0.7553816046966731,12.536697187509477
1541,1541,0.0,0.9,0.99,3.0,10.0,214,34,409,0.8629032258064516,0.5232273838630807,0.6514459665144596,13.589013589020384
1542,1542,225.0,0.9,0.95,5.0,50.0,205,36,379,0.8506224066390041,0.5408970976253298,0.6612903225806451,13.205210841217033
1543,1543,300.0,0.7,,5.0,0.0,246,52,351,0.825503355704698,0.7008547008547008,0.7580893682588598,14.25039738054191
1544,1544,200.0,,,3.5,,292,89,386,0.7664041994750657,0.7564766839378239,0.7614080834419819,14.95961317169395
1545,1545,300.0,0.9,0.95,4.0,25.0,187,31,351,0.8577981651376146,0.5327635327635327,0.657293497363796,12.665238129649753
1546,1546,400.0,0.9,0.99,,50.0,181,46,317,0.7973568281938326,0.5709779179810726,0.6654411764705882,12.013391939959492
1547,1547,250.0,0.9,0.99,3.5,100.0,195,34,366,0.851528384279476,0.5327868852459017,0.6554621848739497,12.885962708874251
1548,1548,225.0,0.7,0.8,3.0,,259,58,379,0.8170347003154574,0.683377308707124,0.7442528735632183,14.546889268214818
1549,1549,225.0,0.7,0.9,4.0,,260,63,379,0.804953560371517,0.6860158311345647,0.7407407407407407,14.466786985941088
1550,1550,300.0,,0.95,2.0,10.0,235,45,351,0.8392857142857143,0.6695156695156695,0.7448494453248812,14.043936159679125
1551,1551,200.0,0.8,,3.5,25.0,250,41,386,0.8591065292096219,0.6476683937823834,0.7385524372230428,14.655259544013731
1552,1552,350.0,0.8,0.95,3.0,,209,41,331,0.836,0.6314199395770392,0.7194492254733218,13.218320619503826
1553,1553,100.0,,0.8,3.5,25.0,307,109,403,0.7379807692307693,0.7617866004962779,0.7496947496947497,15.051913371855626
1554,1554,100.0,,0.99,2.0,10.0,264,64,403,0.8048780487804879,0.6550868486352357,0.7222982216142271,14.576961441879742
1555,1555,350.0,0.7,,4.0,,227,54,331,0.8078291814946619,0.6858006042296072,0.741830065359477,13.541684688371983
1556,1556,400.0,0.8,,4.0,,194,41,317,0.825531914893617,0.61198738170347,0.7028985507246377,12.655164617236778
1557,1557,225.0,,0.99,,10.0,299,101,379,0.7475,0.7889182058047494,0.7676508344030808,14.95
1558,1558,350.0,0.8,0.95,4.0,0.0,209,43,331,0.8293650793650794,0.6314199395770392,0.7169811320754719,13.165762476488082
1559,1559,200.0,0.6,0.95,3.0,,282,61,386,0.8221574344023324,0.7305699481865285,0.7736625514403291,15.226568769800295
1560,1560,350.0,,,5.0,0.0,245,62,331,0.7980456026058632,0.7401812688821753,0.7680250783699061,13.982888565616065
1561,1561,500.0,0.8,0.9,5.0,,179,40,274,0.817351598173516,0.6532846715328468,0.7261663286004056,12.095699073350799
1562,1562,300.0,,0.95,3.5,,262,64,351,0.803680981595092,0.7464387464387464,0.7740029542097489,14.510837921288836
1563,1563,300.0,0.8,0.95,4.0,10.0,223,41,351,0.8446969696969697,0.6353276353276354,0.7252032520325203,13.724701244195598
1564,1564,250.0,0.8,0.9,,10.0,259,70,366,0.7872340425531915,0.7076502732240437,0.7453237410071942,14.279132222277257
1565,1565,100.0,0.6,,3.5,,304,111,403,0.7325301204819277,0.7543424317617866,0.7432762836185819,14.922773087684007
1566,1566,100.0,0.7,,4.0,25.0,288,75,403,0.7933884297520661,0.7146401985111662,0.7519582245430809,15.116079775146567
1567,1567,500.0,0.7,0.9,,,210,68,274,0.7553956834532374,0.7664233576642335,0.7608695652173912,12.59496302198541
1568,1568,250.0,0.8,0.9,4.0,,234,49,366,0.8268551236749117,0.639344262295082,0.7211093990755008,13.909856179699679
1569,1569,350.0,,,4.0,25.0,240,60,331,0.8,0.7250755287009063,0.7606973058637083,13.856406460551018
1570,1570,100.0,0.7,,3.5,50.0,288,72,403,0.8,0.7146401985111662,0.7549148099606816,15.17893276880822
1571,1571,300.0,0.6,,4.0,25.0,251,53,351,0.8256578947368421,0.7150997150997151,0.766412213740458,14.39583730037775
1572,1572,225.0,,0.95,5.0,10.0,280,72,379,0.7954545454545454,0.7387862796833773,0.7660738714090287,14.92405014489273
1573,1573,200.0,0.6,0.8,2.0,,261,61,386,0.8105590062111802,0.6761658031088082,0.7372881355932203,14.544961348216708
1574,1574,300.0,0.9,0.99,3.5,100.0,187,31,351,0.8577981651376146,0.5327635327635327,0.657293497363796,12.665238129649753
1575,1575,400.0,0.8,0.8,2.0,,181,33,317,0.8457943925233645,0.5709779179810726,0.6817325800376648,12.372905279146405
1576,1576,500.0,0.9,0.8,5.0,100.0,151,33,274,0.8206521739130435,0.551094890510949,0.6593886462882096,11.131867689694733
1577,1577,400.0,0.9,0.95,5.0,50.0,167,33,317,0.835,0.526813880126183,0.6460348162475823,11.808683245815343
1578,1578,250.0,0.8,0.95,2.0,0.0,217,36,366,0.857707509881423,0.592896174863388,0.7011308562197093,13.642673112123914
1579,1579,400.0,0.7,,5.0,50.0,215,47,317,0.8206106870229007,0.6782334384858044,0.7426597582037996,13.282744359127133
1580,1580,200.0,0.7,0.99,,100.0,290,82,386,0.7795698924731183,0.7512953367875648,0.7651715039577835,15.035799573591166
1581,1581,350.0,,0.99,2.0,0.0,218,41,331,0.8416988416988417,0.6586102719033232,0.7389830508474576,13.545860898826161
1582,1582,400.0,0.6,,3.5,10.0,220,43,317,0.8365019011406845,0.694006309148265,0.7586206896551724,13.565781151520563
1583,1583,300.0,0.6,0.99,,25.0,274,77,351,0.7806267806267806,0.7806267806267806,0.7806267806267806,14.625038047531293
1584,1584,0.0,0.8,,,100.0,308,236,409,0.5661764705882353,0.7530562347188264,0.646379853095488,13.20539105597318
1585,1585,500.0,0.8,0.99,2.0,0.0,164,28,274,0.8541666666666666,0.5985401459854015,0.7038626609442061,11.83568051838733
1586,1586,200.0,0.6,0.95,4.0,25.0,279,61,386,0.8205882352941176,0.7227979274611399,0.768595041322314,15.130899432851269
1587,1587,225.0,0.9,0.9,3.0,100.0,201,34,379,0.8553191489361702,0.5303430079155673,0.6547231270358307,13.111794268374188
1588,1588,100.0,,0.9,3.5,25.0,307,97,403,0.7599009900990099,0.7617866004962779,0.7608426270136307,15.273820869723334
1589,1589,250.0,0.9,0.8,,,217,52,366,0.8066914498141264,0.592896174863388,0.6834645669291338,13.230723510438324
1590,1590,250.0,0.8,0.8,,10.0,259,70,366,0.7872340425531915,0.7076502732240437,0.7453237410071942,14.279132222277257
1591,1591,400.0,,0.99,3.5,25.0,223,44,317,0.8352059925093633,0.7034700315457413,0.7636986301369862,13.647378368374932
1592,1592,225.0,0.8,0.95,5.0,10.0,245,48,379,0.8361774744027304,0.6464379947229552,0.7291666666666666,14.313052827006157
1593,1593,0.0,0.9,0.9,5.0,50.0,231,46,409,0.8339350180505415,0.5647921760391198,0.673469387755102,13.879444843713133
1594,1594,225.0,0.6,0.9,3.0,,271,65,379,0.8065476190476191,0.7150395778364116,0.758041958041958,14.784262063488484
1595,1595,400.0,0.9,,2.0,,154,27,317,0.850828729281768,0.48580441640378547,0.6184738955823293,11.446729852206362
1596,1596,100.0,,0.95,3.0,50.0,299,84,403,0.7806788511749347,0.7419354838709677,0.7608142493638678,15.278186296197122
1597,1597,250.0,0.6,0.95,2.0,10.0,240,47,366,0.8362369337979094,0.6557377049180327,0.7350689127105666,14.166752066422927
1598,1598,300.0,0.9,0.99,5.0,25.0,191,33,351,0.8526785714285714,0.5441595441595442,0.6643478260869565,12.761724301318264
1599,1599,100.0,,0.8,,100.0,344,185,403,0.6502835538752363,0.8535980148883374,0.7381974248927038,14.956521739130435
1600,1600,0.0,0.6,0.95,,,334,184,409,0.6447876447876448,0.8166259168704156,0.720604099244876,14.675117490469143
1601,1601,500.0,0.8,0.95,3.0,100.0,174,35,274,0.8325358851674641,0.635036496350365,0.720496894409938,12.0358316712697
1602,1602,400.0,,,,,255,99,317,0.7203389830508474,0.804416403785489,0.7600596125186289,13.553097088044714
1603,1603,100.0,,0.99,,10.0,317,116,403,0.7321016166281755,0.7866004962779156,0.7583732057416268,15.234047803231142
1604,1604,200.0,,0.9,2.0,10.0,262,63,386,0.8061538461538461,0.6787564766839378,0.7369901547116737,14.533145141101004
1605,1605,0.0,,0.95,3.0,100.0,302,136,409,0.6894977168949772,0.7383863080684596,0.7131050767414404,14.430118173538398
1606,1606,200.0,,0.99,3.5,50.0,277,60,386,0.8219584569732937,0.7176165803108808,0.7662517289073306,15.08915148646876
1607,1607,100.0,0.7,,,10.0,320,115,403,0.735632183908046,0.794044665012407,0.7637231503579952,15.342825647532292
1608,1608,200.0,0.7,0.95,3.0,25.0,267,51,386,0.839622641509434,0.6917098445595855,0.7585227272727272,14.972616514257583
1609,1609,400.0,0.9,0.95,5.0,10.0,167,33,317,0.835,0.526813880126183,0.6460348162475823,11.808683245815343
1610,1610,200.0,0.8,0.99,2.0,0.0,228,35,386,0.8669201520912547,0.5906735751295337,0.7026194144838213,14.059082284303129
1611,1611,225.0,0.6,0.99,2.0,0.0,240,46,379,0.8391608391608392,0.633245382585752,0.7218045112781956,14.191497503737983
1612,1612,250.0,0.8,0.9,2.0,,218,38,366,0.8515625,0.5956284153005464,0.7009646302250804,13.625
1613,1613,400.0,,0.99,3.5,,227,53,317,0.8107142857142857,0.7160883280757098,0.7604690117252932,13.565844715945367
1614,1614,200.0,0.6,,4.0,25.0,279,68,386,0.8040345821325648,0.7227979274611399,0.7612551159618008,14.977504745951029
1615,1615,300.0,0.9,0.99,4.0,100.0,187,32,351,0.8538812785388128,0.5327635327635327,0.656140350877193,12.636288976070388
1616,1616,100.0,0.6,0.8,3.5,25.0,299,92,403,0.7647058823529411,0.7419354838709677,0.7531486146095718,15.121079948982791
1617,1617,200.0,0.6,0.8,3.5,,284,72,386,0.797752808988764,0.7357512953367875,0.765498652291105,15.051969896090313
1618,1618,225.0,0.9,0.9,,0.0,221,51,379,0.8125,0.58311345646438,0.6789554531490014,13.400093283257396
1619,1619,0.0,0.8,0.95,3.5,0.0,267,56,409,0.826625386996904,0.6528117359413202,0.7295081967213114,14.856277404793348
1620,1620,225.0,0.9,,3.5,10.0,201,33,379,0.8589743589743589,0.5303430079155673,0.6557911908646004,13.139781054258329
1621,1621,250.0,0.6,0.8,3.0,25.0,260,58,366,0.8176100628930818,0.7103825136612022,0.760233918128655,14.580076006393153
1622,1622,300.0,0.6,,3.5,50.0,251,49,351,0.8366666666666667,0.7150997150997151,0.7711213517665132,14.491491756659606
1623,1623,500.0,0.7,0.95,,25.0,209,65,274,0.7627737226277372,0.7627737226277372,0.7627737226277372,12.626151750600698
1624,1624,300.0,0.8,0.99,2.0,0.0,205,31,351,0.8686440677966102,0.584045584045584,0.6984667802385007,13.344363375534448
1625,1625,400.0,0.6,0.9,3.5,100.0,221,43,317,0.8371212121212122,0.6971608832807571,0.7607573149741825,13.601609753216266
1626,1626,300.0,0.8,0.99,,25.0,244,60,351,0.8026315789473685,0.6951566951566952,0.7450381679389313,13.994359766104266
1627,1627,200.0,0.8,0.8,4.0,,251,48,386,0.8394648829431438,0.6502590673575129,0.7328467153284671,14.51570479235263
1628,1628,250.0,0.8,0.8,4.0,50.0,233,46,366,0.8351254480286738,0.6366120218579235,0.7224806201550389,13.949345124079516
1629,1629,0.0,0.7,0.95,,50.0,317,123,409,0.7204545454545455,0.7750611246943765,0.7467608951707891,15.112382039542638
1630,1630,100.0,0.9,,3.0,100.0,226,35,403,0.8659003831417624,0.5607940446650124,0.6807228915662651,13.989048809337909
